id	answer
1759	Management is minimizing in-house development.Philosophy is for reuse of what is already known.Buying companies/knowledge is the business strategy.
1760	"- Shift work is decided by seniority, not by superior work or (rarely is this last one the case) training.- Working with people that do not want to adapt to new technology or thinking (That's the way"
1761	"Great Team, excellent pay and benefits, flexible hours Contract to Contract yearly negotiations did not allow for job security"
1762	Can not think of any. Constantly buying new companies and laying off employees regardless of job performance or proficiency.
1763	"The job is stable at this point Stressful at times, supervisors need more supervisionSkills"
1764	Initiatives pushed down from the corporate level are sometimes a hindrance at the shop floor level. Work/life balance is difficult due to workload and staffing shortages
1765	"no pension for a fortune 500 company, mandatory overtime and people are in unsafe environment daily, no weekend compensation anymore only 2 days Sat and Sunday, The salaries listed on this site don't"
1766	Many opportunities exist to move up the food chain. Supervisors care about their employees. Benefits are horrible. Too many new six sigma projects that never see completion.
1767	"Honeywell provides a great Work-life flexible schedule If you do not have a degree in Engineering, it's VERY hard to grow your career."
1768	"People, location, 401K match, Continued Strive to Bring in New Product/Technology Benefits, Lack of Overall Focus"
1769	"In what leadership describes as a slow growth environment they are having trouble paying employees. They have forced two weeks with no pay (furlough) in the past 7 months. No merit increases, even for"
1770	"Good people for the most part, decent money High manager turnover, lack of personal accountability by upper management, no work life balance you are expected to give up everything for the company."
1771	"Decent benefits if you know how to play the game. DIsorganized, old-boys' network, little advancement opportunities"
1772	"1) Facilities are old, worn and broken.2) Building are actually trailers. It is a trailer park in the Phoenix facility.3) Harmful and toxic emissions that are inhaled in this facility. Management simp"
1773	"This is also a con. You will become bored with your job and need to move on. The company is not really interested in individual career growth, you have to continue to push to move to the next level."
